x,y
246,310
247,311
247,312
246,312
245,314
248,313
248,315
248,316
250,317
249,317
247,317
245,318
247,320
249,321
252,321
253,321
250,323
249,323
248,324
247,324
246,325
246,324
245,322
243,324
242,323
241,324
241,325
243,325
243,327
241,329
242,329
243,330
240,330
240,332
241,333
241,334
244,334
245,335
245,332
247,331
249,333
253,335
252,332
252,329
249,330
246,330
246,329
246,328
245,327
249,327
249,326
251,325
254,324
254,322
255,323
256,324
254,325
254,328
256,328
257,328
257,330
256,331
255,333
256,334
260,332
259,334
261,334
262,335
261,335
261,336
260,337
259,337
258,337
257,338
258,339
257,340
255,340
256,341
257,342
260,341
261,340
262,340
261,339
262,336
263,337
264,336
265,336
267,336
267,335
264,333
263,332
262,333
261,331
259,328
261,327
261,328
263,331
264,330
265,332
266,331
268,330
271,333
271,332
270,331
269,330
270,328
270,327
270,326
267,326
269,323
269,320
271,322
271,323
274,324
274,322
275,322
276,323
276,322
277,322
274,319
276,318
275,318
269,316
272,313
269,311
265,310
264,309
265,308
278,302
279,304
282,306
283,308
285,309
284,311
286,312
286,313
288,315
287,315
288,318
283,318
281,322
279,322
280,322
278,325
276,326
277,326
281,325
283,327
289,324
297,322
298,320
298,323
298,324
295,327
297,327
297,328
297,329
297,331
290,327
289,328
287,327
286,328
285,328
285,329
286,329
285,332
286,333
285,334
285,333
282,329
281,330
280,329
280,328
279,328
278,328
277,330
275,328
276,333
273,333
276,336
277,337
280,337
279,339
282,343
283,344
286,342
287,342
289,342
290,341
290,340
287,338
287,337
288,338
288,334
289,334
291,336
291,337
291,339
295,338
296,338
296,335
297,334
298,333
297,335
300,338
299,340
297,340
298,341
299,342
299,344
298,346
297,343
296,343
295,344
293,344
291,344
293,349
292,350
293,352
291,353
285,354
285,355
286,355
290,356
292,355
291,357
289,361
288,362
285,361
285,364
283,364
279,368
277,369
276,368
273,367
275,364
279,366
279,365
279,364
279,363
275,361
277,361
278,360
279,359
280,358
280,359
282,360
283,358
284,357
281,358
279,356
280,354
279,353
280,350
285,349
287,349
289,347
288,346
287,347
286,347
285,347
285,348
283,348
279,346
279,345
279,344
280,341
276,341
276,344
277,345
277,349
275,350
275,348
274,345
272,344
274,342
273,341
273,342
272,341
272,339
272,337
270,337
269,337
270,341
269,342
268,342
267,343
265,342
264,343
266,344
270,345
271,346
272,347
269,347
270,349
266,350
267,351
268,352
270,354
272,352
272,350
273,350
274,354
276,352
276,351
277,352
277,353
277,355
276,357
275,355
274,356
271,355
271,357
272,359
270,359
272,362
269,362
269,363
267,361
269,360
266,355
266,354
267,356
263,359
262,359
263,360
263,361
262,360
260,361
259,360
260,358
258,358
256,357
258,364
259,365
260,365
262,363
263,367
265,365
267,364
268,365
266,366
269,370
268,370
269,371
269,372
267,371
266,372
264,372
264,370
261,368
262,370
262,371
262,372
260,373
261,371
260,370
259,370
257,370
255,370
254,372
255,372
256,372
257,374
255,375
254,373
254,374
253,374
250,373
251,371
249,371
247,370
250,368
251,369
252,367
254,367
255,367
256,367
253,364
254,362
253,360
253,359
251,359
251,361
250,365
249,364
247,363
245,363
240,360
241,360
242,356
243,359
246,359
246,358
248,359
249,358
250,356
251,353
250,352
250,350
251,350
254,351
257,354
258,353
260,351
260,352
261,354
263,352
265,351
264,350
262,349
261,349
263,347
264,346
263,344
261,344
262,342
262,341
259,342
259,343
258,343
257,344
257,345
257,346
257,347
258,348
256,346
255,347
255,348
255,349
251,347
251,346
252,344
250,344
251,343
253,343
254,342
252,341
251,340
251,339
250,338
250,340
249,339
248,341
246,341
245,341
242,339
242,336
241,338
238,339
237,340
238,340
239,340
240,340
241,341
241,342
239,343
239,344
239,345
240,346
240,344
241,344
242,343
244,345
245,345
247,345
247,346
248,346
249,346
249,347
247,347
246,348
244,348
245,349
245,350
247,350
248,351
246,353
245,352
244,352
244,350
243,350
242,350
241,351
240,353
239,354
239,353
239,351
240,351
240,350
240,348
238,347
238,348
236,350
236,351
235,350
233,350
233,352
231,355
230,356
233,358
234,358
234,357
234,355
235,356
235,357
237,358
237,359
239,370
240,371
243,369
242,373
239,375
239,374
239,373
238,375
237,375
235,372
234,372
234,374
234,375
233,374
230,374
229,373
228,375
227,375
225,373
225,374
223,375
221,375
219,374
216,375
226,355
226,353
222,353
221,352
223,352
223,349
221,347
223,346
223,348
225,348
228,350
229,350
230,352
231,352
230,350
233,348
234,347
236,346
236,345
234,345
232,345
231,345
233,342
230,343
229,345
225,346
222,340
223,339
222,337
225,332
230,333
230,336
232,338
234,340
234,337
234,336
233,333
235,332
235,331
235,330
236,332
237,334
238,332
238,330
237,330
237,329
236,329
237,327
235,327
233,324
232,322
233,321
234,321
234,320
236,320
237,320
238,322
237,323
239,324
239,323
239,320
242,318
241,313
240,314
240,315
239,315
238,315
239,317
234,316
234,315
234,314
233,315
233,316
231,315
231,316
230,317
230,315
228,314
228,312
226,312
226,313
224,314
228,318
225,317
225,316
223,317
222,315
220,317
219,317
222,321
222,324
222,326
226,321
229,323
230,325
230,326
233,328
233,329
232,328
230,327
228,326
226,328
225,329
221,330
219,329
218,329
218,328
217,329
216,329
217,324
215,323
216,326
213,329
211,327
209,327
210,330
209,331
211,330
212,331
214,331
215,332
217,334
219,332
222,332
223,332
221,333
220,334
221,336
218,335
218,336
219,336
219,337
215,338
214,338
215,339
214,340
215,340
216,339
217,340
218,340
220,340
216,343
218,343
220,345
218,350
218,348
218,346
217,346
216,347
215,349
215,346
215,345
213,346
213,343
212,341
212,340
212,337
210,338
209,340
209,343
208,344
208,345
207,344
206,343
204,341
204,340
204,339
203,339
203,335
208,335
207,332
203,331
205,329
206,329
206,326
207,324
211,324
209,322
205,320
205,319
206,319
206,317
207,318
214,320
214,319
212,317
211,315
213,314
216,315
214,313
214,312
213,310
211,311
211,310
211,313
207,314
205,314
202,309
201,312
200,314
200,316
202,318
201,320
200,320
201,324
199,328
198,327
198,324
197,322
196,322
195,319
196,318
195,316
197,314
197,312
194,314
195,313
195,312
194,312
195,310
196,310
198,309
199,308
198,308
195,308
194,309
193,307
192,306
194,306
196,305
198,304
196,303
196,302
193,303
192,303
192,301
194,301
193,299
192,298
194,299
198,297
195,295
194,294
193,294
193,293
191,292
186,293
184,291
182,289
187,286
190,287
193,282
194,281
191,280
192,278
191,277
184,278
183,277
183,276
182,274
177,269
177,272
178,277
176,276
178,279
178,283
173,288
172,287
172,286
171,287
170,287
171,290
169,289
169,290
167,289
167,291
166,291
164,293
163,294
162,293
161,294
161,295
161,296
158,294
157,294
158,296
159,296
160,297
160,298
159,297
152,298
149,299
153,303
150,302
149,305
148,306
146,304
145,304
144,302
142,304
140,305
141,306
140,307
143,308
142,309
140,309
138,308
137,310
138,312
137,311
136,312
136,310
135,310
133,309
133,310
133,311
131,313
130,313
129,313
130,314
130,315
130,316
130,317
129,315
127,313
126,313
127,315
127,317
127,318
126,319
124,316
123,315
120,319
121,320
120,321
121,322
119,321
117,323
117,322
114,321
111,322
110,323
111,324
113,324
114,324
113,326
108,329
107,328
106,331
105,330
103,332
102,331
102,329
102,327
102,326
100,327
101,328
100,328
98,329
98,330
99,330
98,331
101,332
99,333
96,332
91,334
90,332
88,332
89,330
91,328
90,328
88,328
85,328
84,330
86,330
85,332
86,332
86,334
85,335
84,333
84,334
83,336
86,337
86,338
88,336
88,339
87,339
84,338
84,339
83,340
81,341
80,342
80,343
81,343
81,345
82,345
82,344
83,343
84,343
84,344
86,343
85,345
84,346
88,347
87,348
88,353
85,348
84,348
83,350
83,349
83,348
82,347
80,348
79,349
79,347
76,344
74,347
74,348
71,346
70,346
69,346
71,349
72,350
73,350
75,350
76,350
77,350
74,352
72,352
68,351
68,352
66,353
64,353
63,354
66,354
69,354
70,356
73,354
75,354
78,354
80,351
81,350
81,353
83,355
80,354
79,357
77,356
77,357
75,358
75,359
72,359
72,361
71,362
71,365
75,363
76,361
77,360
77,365
78,363
81,358
84,359
86,359
87,360
80,363
82,364
84,367
83,370
79,366
81,368
79,369
78,369
80,373
84,375
81,375
80,375
76,370
74,370
71,368
69,367
66,367
65,367
68,364
68,361
66,362
66,361
65,358
64,360
61,363
59,365
58,360
58,359
59,359
59,358
58,358
57,359
55,357
55,358
55,360
55,363
55,364
54,363
51,358
51,357
46,357
47,355
48,355
49,354
48,353
49,352
47,352
46,351
42,350
40,349
39,346
38,344
41,348
45,346
45,348
45,350
47,350
48,350
48,349
51,345
53,348
51,350
51,351
50,352
50,353
53,353
54,353
54,354
53,355
54,355
55,354
56,354
57,355
58,355
58,356
60,355
61,353
61,351
58,350
60,350
62,349
64,348
65,346
67,345
64,345
57,346
56,344
57,343
59,342
54,343
54,342
55,339
57,339
57,338
59,338
62,341
62,342
63,342
63,343
64,342
66,341
66,338
68,342
69,341
70,341
71,341
71,340
72,337
73,336
74,336
75,337
75,339
77,340
76,336
79,337
80,336
77,335
78,333
77,332
76,331
77,331
79,331
80,333
80,332
80,331
80,330
83,329
82,329
79,329
78,328
77,330
76,329
75,329
72,332
72,331
70,328
71,327
69,326
68,329
68,328
67,326
62,328
63,327
63,325
61,323
60,324
59,323
58,322
59,321
57,317
55,321
55,322
58,326
54,337
52,335
51,337
50,337
51,340
51,341
51,342
49,333
48,334
45,335
44,332
43,330
43,332
44,334
44,336
45,337
45,339
44,340
43,341
44,338
43,338
40,337
39,338
38,336
39,334
37,334
37,332
39,332
40,331
38,329
36,330
36,328
41,327
42,328
43,328
45,327
46,325
45,325
44,323
43,323
45,321
46,319
46,314
55,315
56,314
54,312
53,312
53,309
52,307
51,304
51,303
55,302
51,300
49,300
48,300
50,299
52,296
50,296
49,296
48,297
48,296
47,295
47,292
44,293
41,287
43,287
44,285
46,287
47,289
51,289
53,288
50,287
49,285
49,283
42,281
40,282
39,283
38,282
39,279
39,278
38,278
36,278
35,276
36,275
34,272
35,270
31,266
29,263
29,261
32,262
35,265
36,267
37,271
37,274
41,277
41,278
49,273
51,276
51,277
52,276
55,277
57,277
51,270
52,269
56,269
59,269
59,270
60,270
62,270
66,267
67,268
66,269
65,269
64,270
72,276
70,276
65,276
59,277
58,278
60,278
56,291
