x,y
178,104
177,103
176,103
176,101
174,101
173,98
174,98
176,98
176,99
176,100
177,100
178,99
178,98
178,97
176,97
175,96
175,95
176,95
177,95
177,94
178,94
178,95
179,95
179,96
179,97
179,98
181,98
182,99
183,100
182,101
181,99
181,100
180,99
179,100
178,101
179,103
179,104
180,105
180,104
180,103
181,103
182,102
183,103
182,103
182,104
181,104
181,105
182,106
182,105
184,104
185,103
185,104
186,105
185,105
183,107
183,108
184,109
184,108
184,107
186,106
187,105
188,107
188,108
186,107
186,108
185,108
185,109
185,110
188,111
189,111
190,111
190,110
189,110
187,109
187,110
187,111
185,112
185,111
184,111
184,112
183,112
183,110
182,110
181,111
181,109
181,108
180,107
179,109
179,110
178,110
177,110
179,112
182,113
182,116
183,115
183,114
184,113
184,114
184,115
185,115
186,115
185,116
184,116
184,118
185,119
185,117
186,118
186,117
187,117
188,118
188,117
188,115
187,115
187,114
187,112
189,113
190,113
189,114
190,114
189,115
190,115
191,115
192,115
191,116
190,116
191,114
192,114
191,113
191,112
191,111
192,112
193,112
192,113
193,113
193,114
193,115
194,114
194,115
194,116
195,116
196,117
197,117
196,118
196,119
199,119
200,119
199,120
198,121
199,121
201,121
202,121
201,122
200,122
199,123
198,124
198,125
197,125
197,124
196,123
195,124
194,126
193,124
194,124
195,123
195,122
194,122
194,121
195,121
195,120
194,119
194,118
193,118
192,118
191,118
190,118
192,120
193,120
192,121
191,121
190,120
189,121
189,123
188,125
188,124
188,123
187,123
187,122
187,120
185,121
185,122
184,121
184,122
183,123
182,121
181,121
182,119
182,118
179,120
178,120
179,119
179,117
177,118
177,119
176,118
175,117
177,117
177,116
178,116
177,114
176,113
176,114
175,114
175,113
175,112
175,111
174,111
174,112
173,113
174,114
174,115
173,115
172,115
171,115
172,117
171,117
170,117
171,118
170,118
170,119
170,120
171,120
170,122
171,123
171,122
171,121
173,120
174,121
175,121
176,120
176,121
177,121
178,121
179,122
179,123
179,124
180,124
180,123
181,123
181,124
182,124
182,125
184,125
185,125
186,124
186,125
184,126
183,126
182,128
182,129
183,128
183,129
183,130
184,129
185,127
186,127
188,128
189,128
189,129
188,130
186,129
186,130
185,130
185,131
186,132
187,132
186,133
185,134
185,133
185,132
184,131
183,131
184,133
183,132
182,132
181,132
181,131
182,130
181,130
180,130
179,130
181,128
180,128
180,127
179,127
179,128
179,129
178,130
177,129
178,127
177,127
177,126
176,126
176,125
177,125
178,125
177,124
176,124
176,123
174,122
174,123
174,125
175,125
176,127
175,128
174,127
173,126
172,125
173,123
172,123
172,124
171,124
170,125
171,125
170,127
172,127
172,128
170,129
170,130
171,129
172,129
173,128
173,129
173,130
174,130
175,130
175,129
176,129
176,130
177,131
175,131
175,133
173,132
172,132
172,133
171,132
171,133
172,134
172,135
172,136
175,134
176,133
176,134
176,135
177,135
178,134
177,133
178,131
179,132
179,133
179,135
179,136
180,137
179,137
178,137
178,138
179,138
180,140
181,139
182,140
184,137
182,134
183,135
184,135
184,136
185,136
185,135
186,135
186,136
186,137
187,137
188,137
188,136
187,136
187,135
187,134
188,134
188,135
189,135
188,133
189,131
191,131
190,130
191,130
192,130
192,132
193,132
193,131
193,130
194,131
194,133
193,133
192,133
191,135
190,136
191,136
193,136
193,135
194,135
195,134
196,137
195,137
194,139
193,137
193,138
192,138
191,137
191,138
189,139
189,140
188,140
187,139
186,139
185,139
185,140
186,140
186,141
187,142
186,142
185,142
184,142
183,142
183,143
185,144
185,145
187,145
187,146
188,145
189,145
189,142
189,141
188,142
190,144
191,143
191,142
191,141
192,140
192,142
193,141
194,142
194,143
192,143
192,144
193,144
194,145
193,145
193,146
192,146
191,146
190,145
190,146
189,147
188,147
186,148
187,149
188,149
188,150
188,151
187,150
184,151
184,152
183,151
183,149
184,149
185,149
185,148
184,147
185,147
188,148
189,148
190,148
189,149
190,150
190,151
191,151
191,149
191,150
192,150
193,149
193,150
194,152
193,152
193,153
192,153
191,153
191,154
192,154
193,154
194,154
193,155
192,155
191,156
191,155
190,154
189,152
188,153
190,156
186,157
186,158
185,158
185,156
185,155
184,155
183,156
184,154
183,154
182,154
182,156
182,157
183,159
184,160
185,160
186,159
186,160
186,161
186,162
185,162
184,163
183,164
183,165
184,164
185,164
185,163
186,163
188,163
187,161
191,157
192,158
193,157
193,158
193,159
194,161
195,161
195,162
195,163
196,162
197,162
196,160
195,159
194,159
195,158
195,157
194,156
195,155
196,155
196,154
198,154
197,155
197,156
197,157
197,158
198,158
197,159
198,159
198,160
199,159
200,160
200,161
201,161
202,160
202,161
203,162
203,163
204,164
203,164
202,164
201,164
202,165
201,167
200,166
200,167
199,166
200,164
199,164
198,163
198,165
197,165
197,166
198,167
199,169
200,168
201,168
202,168
201,169
203,169
203,171
203,172
203,173
201,171
199,170
199,171
199,172
199,173
199,174
200,172
201,173
201,174
200,175
201,175
203,174
203,175
202,176
201,176
203,178
203,179
203,180
204,178
204,176
205,177
206,177
207,176
207,175
209,175
210,175
208,176
207,177
208,177
210,177
209,178
208,179
207,179
207,180
207,181
205,182
206,183
207,183
209,181
210,180
211,181
211,182
211,183
210,183
211,185
212,185
213,185
212,184
212,183
213,184
214,183
214,182
215,181
213,180
211,179
212,179
213,179
213,178
214,177
215,179
216,180
216,179
215,177
216,176
215,176
214,176
214,175
215,175
215,174
213,175
213,176
212,176
212,175
213,174
214,174
215,173
215,172
214,171
212,171
212,169
211,170
210,170
212,173
211,173
210,172
210,171
208,171
208,172
207,173
206,173
205,174
205,173
207,172
207,171
206,171
206,170
205,170
206,169
207,170
208,168
209,169
210,169
210,167
209,167
208,166
207,166
207,165
206,166
204,167
206,165
205,165
206,164
206,163
207,164
208,164
211,165
212,166
212,167
213,167
214,165
213,164
213,162
214,163
215,163
215,164
216,164
217,164
218,164
218,165
218,167
219,167
219,168
219,169
218,168
217,169
216,169
216,166
215,167
214,168
215,168
215,169
216,171
217,171
217,170
218,170
218,172
220,172
219,171
219,170
220,169
220,168
220,167
220,166
221,167
222,168
223,167
224,167
222,166
223,165
223,164
222,163
223,163
224,163
224,164
225,163
226,163
226,162
227,162
228,162
228,161
227,160
226,160
225,162
224,162
223,162
224,161
224,160
223,160
222,159
222,160
221,160
220,160
219,160
219,161
220,161
222,162
221,162
221,163
219,162
216,162
216,161
215,161
214,161
216,160
218,159
214,157
213,157
212,156
211,156
211,157
207,161
206,161
206,160
206,158
205,157
204,155
203,155
204,156
204,157
204,158
203,159
202,159
201,159
200,159
200,158
198,157
198,156
199,156
199,155
200,156
201,157
201,156
202,156
202,155
201,155
201,154
201,153
202,153
203,153
202,151
203,151
204,149
203,148
202,150
201,150
201,149
200,148
200,150
201,151
200,151
200,152
200,153
199,154
199,153
199,151
198,152
197,152
196,152
196,150
195,150
195,148
194,148
193,148
192,148
192,147
193,147
194,147
194,146
195,146
195,147
196,147
196,148
196,149
197,149
198,150
198,149
198,148
197,145
197,144
197,143
196,143
195,142
197,142
197,141
195,140
196,140
198,140
200,141
199,139
198,137
199,136
199,137
200,138
201,137
202,139
203,139
203,138
204,138
204,139
205,139
205,141
204,140
203,141
203,142
204,142
205,142
204,143
205,144
204,144
202,144
201,143
200,142
200,143
201,145
201,146
203,146
204,146
205,145
206,145
205,146
206,146
207,146
207,147
205,148
206,149
208,148
208,147
209,145
208,144
208,143
207,144
206,143
206,141
207,141
207,142
208,142
209,142
210,142
208,141
208,140
210,138
209,138
208,139
207,139
206,139
206,138
206,136
207,136
211,135
212,135
211,134
211,133
211,132
209,133
209,132
208,133
207,133
207,134
206,134
206,133
205,132
205,134
205,135
204,134
203,135
204,136
203,136
202,136
201,136
202,135
201,134
202,134
203,133
202,133
202,132
200,132
200,133
199,134
198,134
199,133
198,133
198,132
199,132
201,131
199,131
198,130
199,130
200,130
200,128
202,127
202,126
201,126
200,126
201,124
202,124
203,124
203,122
203,121
204,122
204,123
206,122
206,124
207,124
206,125
206,126
204,125
203,126
204,127
205,128
204,129
203,128
203,129
203,130
206,131
206,130
206,129
207,129
208,128
209,126
209,125
210,124
211,124
211,125
210,125
210,126
210,127
210,128
210,129
209,130
209,131
210,130
211,129
212,130
213,129
213,127
213,125
215,125
215,126
215,128
216,129
216,127
218,127
218,128
219,126
220,127
221,127
220,130
221,130
222,128
222,129
224,130
226,130
226,131
227,131
228,131
230,133
229,133
228,133
226,133
225,132
224,132
224,131
223,132
221,131
222,133
222,134
221,133
221,134
221,135
222,135
221,137
219,136
220,135
219,135
218,134
219,133
218,133
219,132
219,131
218,130
216,132
216,133
217,133
216,131
215,130
214,131
214,132
213,131
212,131
212,132
213,134
214,133
215,134
214,134
214,135
215,135
213,136
214,137
215,137
215,138
216,137
217,135
217,136
218,137
216,138
217,138
218,138
218,139
215,141
215,142
216,143
215,144
214,144
213,144
213,141
212,140
212,142
211,143
211,144
211,145
212,146
211,147
212,147
213,147
214,148
213,148
213,149
214,151
213,152
213,151
212,151
210,151
210,150
209,150
210,149
209,149
208,149
207,149
208,152
210,152
210,153
210,154
209,155
211,155
211,154
212,154
213,154
212,155
213,155
214,156
216,155
216,154
215,154
215,153
215,152
215,151
216,153
217,153
216,152
217,151
217,150
217,149
217,148
216,148
215,148
216,147
214,146
214,145
215,146
216,145
216,146
217,146
218,147
218,146
222,142
225,143
225,144
224,145
225,145
225,146
226,146
226,145
227,145
228,145
227,143
229,142
229,141
228,142
227,141
227,142
226,143
225,142
225,141
224,142
224,140
223,139
222,140
222,139
222,138
224,138
225,138
224,137
223,135
224,135
225,134
225,135
226,136
226,137
226,138
228,139
227,136
228,135
229,136
230,134
231,135
230,136
231,136
231,137
231,138
232,137
234,138
233,138
232,138
232,139
231,139
230,139
231,140
230,141
231,141
232,141
232,140
233,140
233,141
232,142
231,142
230,143
230,144
232,143
232,144
232,145
232,146
232,148
231,149
231,148
231,147
230,146
227,147
227,148
229,148
229,150
230,150
231,153
232,153
232,152
232,151
233,149
233,148
235,149
236,149
236,148
235,147
236,145
235,144
234,144
233,144
233,143
235,142
235,141
236,141
236,142
236,143
237,143
237,144
238,145
238,146
237,146
239,148
239,149
238,148
237,148
237,149
236,150
236,151
235,152
234,152
235,153
235,154
236,155
235,155
235,156
234,157
234,158
235,157
236,157
236,156
237,156
237,155
238,154
239,154
239,152
238,151
239,151
240,150
240,151
241,151
241,152
242,153
241,153
241,154
240,154
241,155
242,157
240,156
239,156
238,156
238,157
237,158
236,158
236,159
235,160
238,159
238,160
237,161
236,161
236,162
235,162
236,163
237,162
239,160
240,159
241,159
239,161
239,162
240,163
238,163
238,165
239,165
241,164
242,164
241,163
242,162
242,163
243,163
243,162
244,160
244,159
244,158
245,158
243,159
244,162
244,164
243,165
243,166
244,166
244,165
245,165
245,164
246,163
246,162
247,162
247,163
247,164
248,163
248,164
247,165
249,165
249,166
249,167
249,168
250,169
251,170
250,170
249,170
249,169
248,169
248,170
249,172
247,173
247,172
246,171
247,170
248,168
247,168
247,167
246,166
246,167
245,167
246,169
245,169
244,169
245,170
244,170
243,170
244,171
245,173
245,174
243,173
242,174
242,173
243,172
242,172
242,171
241,171
242,169
243,167
242,167
241,168
240,167
238,168
239,169
240,172
240,174
239,173
238,172
235,172
235,170
233,170
233,169
233,168
234,167
233,167
232,167
232,166
233,165
232,165
231,166
230,166
229,165
230,165
231,164
230,164
230,163
230,162
229,162
229,163
227,163
228,165
228,166
226,165
225,166
225,167
227,166
226,168
227,168
228,167
229,167
229,168
230,168
231,168
230,169
230,170
229,170
228,171
229,172
230,172
231,172
231,173
230,173
229,173
228,173
229,174
230,174
232,175
234,175
233,175
232,176
231,175
230,175
229,176
228,175
227,175
228,174
226,173
225,173
225,172
227,170
226,170
225,170
224,170
225,169
224,168
223,169
222,169
221,169
221,170
221,171
223,171
223,172
222,173
223,173
225,174
225,175
224,175
223,175
222,175
222,174
221,174
220,174
219,175
218,175
218,173
218,174
217,174
217,175
218,177
219,177
219,178
219,179
218,179
218,180
218,181
218,182
217,182
216,181
216,182
215,183
215,184
216,184
217,184
217,185
218,185
218,186
216,187
215,188
214,188
214,187
213,188
212,189
214,190
214,191
215,189
216,189
218,188
218,189
216,192
215,193
215,194
216,193
217,192
223,197
224,196
225,197
225,196
225,194
226,193
227,193
227,194
228,195
229,194
232,193
233,194
233,192
233,191
234,191
234,192
236,192
236,191
234,190
232,189
232,188
233,188
233,187
234,187
234,188
235,188
236,187
236,189
237,188
238,189
238,190
239,190
239,191
240,192
240,191
241,190
238,187
238,186
238,184
237,185
236,185
234,185
233,186
232,186
231,187
230,188
230,187
230,185
231,184
231,185
232,185
233,184
234,184
235,184
235,183
236,182
235,182
234,182
233,182
232,182
232,181
231,181
233,180
233,179
234,179
237,180
237,181
238,182
243,182
245,181
244,180
244,178
242,175
243,175
245,176
247,175
247,176
246,176
245,177
246,179
246,180
246,181
248,180
249,179
249,177
250,176
249,176
249,175
250,175
251,174
251,173
252,174
253,173
253,174
254,175
255,176
255,177
256,178
255,178
254,176
253,176
253,177
252,178
251,179
252,179
254,178
254,179
254,180
253,180
252,180
251,180
250,180
252,181
253,181
252,183
251,182
250,182
251,183
250,184
251,185
250,185
249,185
248,182
248,183
248,186
247,185
246,184
245,183
245,185
244,185
243,185
244,186
245,186
245,187
243,187
243,188
242,189
243,189
244,189
245,189
245,191
246,188
247,187
247,188
248,189
247,190
246,192
247,193
245,192
245,193
244,193
243,191
242,192
242,193
241,193
240,193
241,194
244,194
244,195
245,195
246,196
247,197
248,198
248,197
247,196
247,195
248,194
248,195
249,196
250,195
251,195
249,193
248,192
249,191
250,190
250,189
251,190
251,192
252,191
254,192
255,192
255,193
256,194
256,195
256,196
257,196
258,195
257,194
258,192
258,191
257,191
257,190
257,189
256,189
256,190
255,191
255,190
253,189
252,188
251,189
251,188
250,187
252,187
252,186
253,187
254,187
255,187
256,187
255,185
253,185
252,184
253,184
254,184
254,183
256,183
256,180
257,180
257,181
257,182
258,184
257,184
257,185
257,186
260,186
258,187
258,188
258,189
260,190
261,188
262,188
262,190
261,190
261,191
261,194
262,194
263,193
264,191
264,192
265,193
266,194
265,194
264,195
262,196
263,197
264,196
265,196
265,195
266,197
267,195
268,196
269,197
267,197
267,198
267,199
268,198
268,199
269,199
269,200
269,201
270,200
271,201
272,200
274,201
273,203
275,203
276,203
275,204
275,205
277,204
278,205
277,206
276,206
273,206
272,204
272,205
271,206
270,206
269,206
269,205
269,204
270,203
268,202
267,200
267,201
267,202
268,203
267,203
266,204
265,205
265,206
264,205
264,204
264,203
264,202
265,202
265,201
265,200
263,199
263,200
262,201
263,201
263,202
262,203
263,203
263,204
262,204
261,205
260,204
259,205
259,204
258,203
259,202
260,203
261,202
260,202
260,201
259,201
259,200
259,199
260,199
261,199
261,198
261,197
261,196
259,194
259,195
259,196
259,197
258,197
258,199
258,200
257,201
256,198
253,197
252,197
252,199
251,199
251,200
251,198
250,197
250,198
249,198
249,199
250,200
251,201
249,204
249,205
250,205
251,206
250,206
249,206
248,205
247,204
246,206
245,205
244,205
242,204
242,205
241,205
242,203
245,202
243,201
242,201
241,202
240,202
240,201
239,204
240,205
238,206
238,205
238,202
238,201
239,198
240,198
242,199
242,198
242,197
241,197
240,197
239,197
240,196
239,194
238,193
237,193
238,195
237,195
236,195
236,196
238,197
238,198
237,198
236,198
236,197
235,197
234,196
232,198
231,199
232,200
230,200
230,202
230,203
229,204
230,205
232,205
231,206
230,206
228,206
228,205
228,204
228,203
228,201
229,198
230,198
231,197
229,197
229,196
228,196
227,197
227,198
226,197
226,198
226,199
227,200
226,200
225,200
224,199
223,199
224,201
223,202
222,204
223,204
223,205
224,206
225,206
226,206
227,205
227,204
226,203
226,202
225,201
224,202
223,201
222,201
223,200
222,200
221,200
222,198
222,197
217,199
217,198
216,198
216,196
215,195
213,197
213,198
214,198
215,199
216,199
213,201
213,202
214,202
214,201
217,202
218,202
219,204
219,205
220,206
218,206
218,205
216,203
215,203
216,204
216,205
215,206
215,204
214,204
214,203
212,203
211,204
212,205
213,205
213,206
212,206
211,206
211,205
210,205
209,206
209,205
210,204
210,203
209,203
209,201
210,200
211,199
